,Model,Run,Auc_mean,Auc_std,Acc_mean,Acc_std,F1_mean,F1_std,Mcc_mean,Mcc_std,Aggregate_score
0,GCN_Optimised,4,0.715443120763618,0.10430521641102447,0.6075374695015686,0.06437839223744411,0.3260170445286984,0.1786124709099547,0.20069491243900014,0.1686146310657652,0.5022365684730957
1,GCN_Optimised,5,0.7138368289093353,0.08453711398270763,0.6154365632624608,0.05378071291324534,0.3693909390973381,0.11269739524495363,0.2342428177190886,0.13666706796876898,0.5195087690148241
2,GCN_Optimised,3,0.701528951740913,0.10268373149209929,0.5982572324851865,0.0687809419117807,0.2144675723871286,0.26394006535576675,0.15019830378892518,0.18738709527907807,0.46286903050304057
3,GCN_Optimised,2,0.6446013199898518,0.08040078959129973,0.5426280934123386,0.002700882034482127,0.0,0.0,-0.007489830503797115,0.022469491511391347,0.35467085791989766
4,GCN_Optimised,1,0.6371967098814892,0.07243229896895469,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.35414611648483707
5,GAT_Optimised,5,0.7573910792389372,0.052444511932894185,0.6465580341582433,0.06514334016722409,0.39262472018070893,0.21275592644783914,0.30183483448281345,0.15874599740569809,0.5600766449518586
6,GAT_Optimised,4,0.7291306325133894,0.07397671375911602,0.577065179505054,0.05305589368438662,0.13767449723340203,0.21662341073364555,0.1018727348387602,0.15713382980420035,0.4397681900199655
7,GAT_Optimised,2,0.7229462190528514,0.049034533470821526,0.5797141861275705,0.038223853158641706,0.1680929609843715,0.1523190658581831,0.1495249099997154,0.12736312921739013,0.45432169575094394
8,GAT_Optimised,3,0.6779522878668135,0.08582264730599709,0.5446148483792261,0.004262260326987503,0.008450704225352114,0.018036969682909434,0.01363118659317028,0.03767478658275227,0.3711865190375163
9,GAT_Optimised,1,0.6269247053355065,0.0644746745389939,0.5446148483792261,0.004262260326987503,0.00821917808219178,0.024657534246575342,0.009704052373018478,0.029112157119055432,0.35504651220546185
10,GraphSAGE_Optimised,5,0.7641180020795194,0.08299966878017083,0.6611188567445103,0.088444843981589,0.4209567633272574,0.24384076070163782,0.32674385849965615,0.19760472196466072,0.5771111820125917
11,GraphSAGE_Optimised,4,0.7444164143317702,0.057793606706422966,0.6339883234576507,0.07356027430210345,0.35247760784669824,0.23600043267672705,0.2713970509543616,0.1605662351747448,0.5382963530970382
12,GraphSAGE_Optimised,2,0.6935186709571204,0.05879158365218272,0.5750784245381666,0.030832260281518316,0.15033235067255318,0.14038891891318914,0.12893254727558048,0.11267758261231789,0.43643210823821277
13,GraphSAGE_Optimised,3,0.6829462616410196,0.06224019766947982,0.5638201463924714,0.022094345425290925,0.10911682512550455,0.0976352756972445,0.10674029495305168,0.09052139783079254,0.4172013464257585
14,GraphSAGE_Optimised,1,0.6448321874074088,0.0614848272254736,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.35643675974261296
15,GIN_Optimised,4,0.5955139007780859,0.03310921303696138,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.3416412737538161
16,GIN_Optimised,1,0.5821072230141592,0.07319289358215532,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.3376192704246381
17,GIN_Optimised,3,0.5592538841930363,0.0594437313869622,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.3307632687783012
18,GIN_Optimised,5,0.5316495021138942,0.0843277621336033,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.3224819541545586
19,GIN_Optimised,2,0.5229640832683863,0.06973570041731511,0.5432903450679678,0.0017390820215156932,0.0,0.0,0.0,0.0,0.3198763285009062
